2020. 1. 7,22:00,100,0,100,98,64
2020. 1. 7,23:00,100,0,100,88,20
2020. 1. 8,0:00,100,0,100,100,36
2020. 1. 8,1:00,100,0,100,97,41
2020. 1. 8,2:00,100,0,100,93,85
2020. 1. 8,3:00,100,76,100,100,94
2020. 1. 8,4:00,100,64,100,100,93
2020. 1. 8,6:00,99,0,23,98,69
2020. 1. 8,7:00,99,0,12,98,14
2020. 1. 8,8:00,99,0,9,99,3
2020. 1. 8,9:00,99,0,13,99,0
2020. 1. 8,10:00,85,0,57,79,0
2020. 1. 8,11:00,84,0,84,5,0
2020. 1. 8,13:00,98,0,72,96,0
2020. 1. 8,14:00,88,0,9,88,0
2020. 1. 8,16:00,47,0,47,2,0
2020. 1. 8,17:00,46,0,46,0,0
2020. 1. 8,19:00,2,0,2,0,0
2020. 1. 8,20:00,1,0,1,0,0
2020. 1. 8,21:00,0,0,0,0,0
2020. 1. 8,22:00,0,0,0,0,0
2020. 1. 8,23:00,0,0,0,0,0
2020. 1. 9,0:00,0,0,0,0,0
2020. 1. 9,1:00,1,0,1,0,0
2020. 1. 9,3:00,0,0,0,0,0
2020. 1. 9,4:00,0,0,0,0,0
2020. 1. 9,5:00,0,0,0,0,0
2020. 1. 9,7:00,0,0,0,0,0
2020. 1. 9,8:00,0,0,0,0,0
2020. 1. 9,10:00,0,0,0,0,0
2020. 1. 9,11:00,0,0,0,0,0
2020. 1. 9,13:00,0,0,0,0,0
2020. 1. 9,14:00,0,0,0,0,0
2020. 1. 9,15:00,0,0,0,0,0
2020. 1. 9,17:00,0,0,0,0,0
2020. 1. 9,18:00,0,0,0,0,0
2020. 1. 9,19:00,0,0,0,0,0
2020. 1. 9,20:00,0,0,0,0,0
2020. 1. 9,21:00,0,0,0,0,0
2020. 1. 9,23:00,0,0,0,0,0
2020. 1. 10,0:00,0,0,0,0,0
2020. 1. 10,1:00,26,0,0,0,26
2020. 1. 10,3:00,86,0,0,0,86
2020. 1. 10,4:00,95,0,0,0,95
2020. 1. 10,5:00,100,0,0,0,100
2020. 1. 10,7:00,98,0,0,94,97
2020. 1. 10,8:00,95,0,0,90,94
2020. 1. 10,9:00,94,0,0,92,90
2020. 1. 10,11:00,41,0,0,41,0
2020. 1. 10,13:00,1,0,0,1,0
2020. 1. 10,14:00,0,0,0,0,0
2020. 1. 10,16:00,85,0,0,0,85
2020. 1. 10,18:00,1,0,0,0,1
2020. 1. 10,19:00,17,0,0,0,17
2020. 1. 10,20:00,10,0,0,0,10
2020. 1. 10,21:00,1,0,0,0,1
2020. 1. 10,22:00,45,0,10,0,39
2020. 1. 11,0:00,68,0,0,0,68
2020. 1. 11,1:00,62,0,0,0,62
2020. 1. 11,2:00,2,0,0,0,1
2020. 1. 11,3:00,5,0,5,0,0
2020. 1. 11,5:00,6,0,6,0,0
2020. 1. 11,6:00,23,0,23,0,0
2020. 1. 11,7:00,0,0,0,0,0
2020. 1. 11,8:00,0,0,0,0,0
2020. 1. 11,9:00,0,0,0,0,0
2020. 1. 11,10:00,0,0,0,0,0
2020. 1. 11,11:00,0,0,0,0,0
2020. 1. 11,12:00,0,0,0,0,0
2020. 1. 11,13:00,77,0,0,0,77
2020. 1. 11,15:00,82,0,0,1,82
2020. 1. 11,16:00,91,0,0,58,90
2020. 1. 11,18:00,93,0,0,88,88
2020. 1. 11,19:00,100,0,0,100,99
2020. 1. 11,20:00,99,0,0,98,99
2020. 1. 11,22:00,99,0,0,97,99
2020. 1. 12,0:00,100,0,0,100,98
2020. 1. 12,2:00,100,0,0,100,95
2020. 1. 12,3:00,96,0,0,96,73
2020. 1. 12,4:00,84,0,0,84,1
2020. 1. 12,5:00,22,0,0,22,0
2020. 1. 12,6:00,36,0,0,36,0
2020. 1. 12,7:00,80,0,0,80,0
2020. 1. 12,8:00,94,0,0,94,0
2020. 1. 12,9:00,39,0,0,39,0
2020. 1. 12,11:00,21,0,0,21,0
2020. 1. 12,12:00,22,0,0,22,0
2020. 1. 12,13:00,29,0,0,29,0
2020. 1. 12,14:00,28,0,2,27,0
2020. 1. 12,15:00,11,0,0,11,0
2020. 1. 12,18:00,5,0,0,5,0
2020. 1. 12,20:00,0,0,0,0,0
2020. 1. 12,21:00,0,0,0,0,0
2020. 1. 12,22:00,0,0,0,0,0
2020. 1. 12,23:00,0,0,0,0,0
2020. 1. 13,0:00,0,0,0,0,0
2020. 1. 13,1:00,0,0,0,0,0
2020. 1. 13,2:00,0,0,0,0,0
2020. 1. 13,3:00,0,0,0,0,0
2020. 1. 13,4:00,0,0,0,0,0
2020. 1. 13,6:00,1,0,1,0,0
2020. 1. 13,7:00,2,0,2,0,0
2020. 1. 13,9:00,1,0,1,0,0
2020. 1. 13,10:00,0,0,0,0,0
2020. 1. 13,12:00,0,0,0,0,0
2020. 1. 13,13:00,0,0,0,0,0
2020. 1. 13,15:00,0,0,0,0,0
2020. 1. 13,17:00,0,0,0,0,0
2020. 1. 13,18:00,0,0,0,0,0
2020. 1. 13,19:00,18,0,0,18,0
2020. 1. 13,22:00,12,0,34,0,0
2020. 1. 13,23:00,34,0,34,0,0
2020. 1. 14,0:00,0,0,0,0,0
2020. 1. 14,2:00,69,0,69,9,0
2020. 1. 14,3:00,97,0,97,29,0
2020. 1. 14,4:00,92,0,92,7,0
2020. 1. 14,6:00,0,0,0,0,0
2020. 1. 14,7:00,0,0,0,0,0
2020. 1. 14,8:00,0,0,0,0,0
2020. 1. 14,10:00,1,0,1,0,0
2020. 1. 14,11:00,0,0,0,0,0
2020. 1. 14,12:00,0,0,0,0,0
2020. 1. 14,14:00,0,0,0,0,0
2020. 1. 14,15:00,0,0,0,0,0
2020. 1. 14,17:00,0,0,0,0,0
2020. 1. 14,18:00,0,0,0,0,0
2020. 1. 14,19:00,0,0,0,0,0
2020. 1. 14,20:00,0,0,0,0,0
2020. 1. 14,21:00,0,0,0,0,0
2020. 1. 14,22:00,0,0,0,0,0
2020. 1. 14,23:00,0,0,0,0,0
2020. 1. 15,0:00,0,0,0,0,0
2020. 1. 15,1:00,0,0,0,0,0
2020. 1. 15,2:00,0,0,0,0,0
2020. 1. 15,4:00,0,0,0,0,0
2020. 1. 15,5:00,0,0,0,0,0
2020. 1. 15,6:00,0,0,0,0,0
